model,price,transmission,mileage,fuelType,tax,mpg,engineSize,age
 Q5,27995,Semi-Auto,20870,Diesel,145,55.4,2.0,8
 A4,19995,Semi-Auto,30300,Diesel,30,62.8,2.0,8
 Q3,19995,Manual,22353,Diesel,160,49.6,2.0,9
 Q3,19995,Semi-Auto,23205,Diesel,145,55.4,2.0,9
 A1,13995,Manual,15361,Petrol,30,55.4,1.4,8
 A6,29995,Semi-Auto,8598,Diesel,145,47.9,2.0,6
 A3,19990,Semi-Auto,6000,Diesel,145,52.3,1.6,6
 A3,19990,Semi-Auto,5199,Diesel,145,52.3,1.6,6
 A1,14995,Manual,15092,Petrol,145,57.7,1.4,7
 A3,36990,Semi-Auto,3059,Petrol,145,43.5,2.0,8
 TT,24995,Semi-Auto,28475,Petrol,200,40.9,2.0,9
 A3,11490,Manual,35804,Petrol,30,54.3,1.4,12
 A3,18495,Manual,24000,Petrol,30,60.1,1.4,8
 Q7,46990,Semi-Auto,3264,Diesel,145,33.6,3.0,6
 A3,23995,Semi-Auto,2868,Diesel,145,52.3,1.6,6
 A4,27990,Semi-Auto,6541,Diesel,145,47.9,2.0,6
 Q5,36990,Semi-Auto,4511,Diesel,145,38.2,2.0,6
 Q3,18995,Semi-Auto,27057,Petrol,145,47.9,1.4,8
 A4,12990,Manual,42185,Diesel,145,55.4,2.0,12
 Q5,17995,Semi-Auto,59120,Diesel,200,47.1,2.0,10
 A5,16498,Semi-Auto,41431,Diesel,160,52.3,2.0,9
 Q5,31998,Semi-Auto,30,Petrol,145,33.2,2.0,6
 Q5,36995,Semi-Auto,5065,Diesel,145,38.2,2.0,6
 Q5,36995,Semi-Auto,4638,Diesel,145,38.2,2.0,6
 RS6,57995,Semi-Auto,34926,Petrol,325,29.4,4.0,8
 Q2,22890,Semi-Auto,4642,Diesel,145,46.3,1.6,7
 A6,16995,Semi-Auto,29558,Diesel,20,67.3,2.0,10
 A6,33298,Semi-Auto,4899,Diesel,145,47.9,2.0,6
 A3,15995,Manual,17000,Petrol,20,60.1,1.4,8
 A4,20995,Semi-Auto,51204,Diesel,145,56.5,2.0,8
 A3,14995,Semi-Auto,38776,Petrol,30,56.5,1.4,12
 Q3,19995,Manual,21972,Petrol,145,49.6,1.4,8
 TT,39995,Semi-Auto,17648,Petrol,145,34.5,2.5,7
 Q2,22995,Semi-Auto,5674,Petrol,145,52.3,1.4,8
 A5,24995,Semi-Auto,22086,Diesel,145,62.8,2.0,8
 A8,39995,Semi-Auto,10090,Petrol,145,37.7,3.0,6
 Q3,19995,Semi-Auto,20825,Petrol,145,47.9,1.4,10
 A1,12995,Manual,20042,Petrol,30,57.6,1.4,10
 Q2,22663,Manual,3657,Diesel,145,49.6,1.6,6
 Q2,24368,Manual,4502,Diesel,145,47.9,1.6,6
 A4,19495,Semi-Auto,31214,Diesel,30,67.3,2.0,8
 Q2,19990,Manual,16414,Petrol,145,50.4,1.4,7
 Q2,21495,Manual,27198,Petrol,145,50.4,1.4,7
 A3,28995,Semi-Auto,17166,Petrol,145,43.5,2.0,7
 A3,26990,Semi-Auto,18283,Petrol,145,44.1,2.0,7
 Q5,27995,Semi-Auto,15076,Diesel,145,56.5,2.0,7
 Q5,25995,Semi-Auto,29330,Diesel,145,56.5,2.0,8
 Q2,19995,Manual,25520,Petrol,145,50.4,1.4,8
 A4,38534,Semi-Auto,7521,Diesel,145,49.6,2.0,5
 A7,41995,Semi-Auto,933,Diesel,145,45.6,2.0,6
 A3,19990,Semi-Auto,6018,Diesel,145,52.3,1.6,6
 A3,18495,Manual,11330,Petrol,145,42.8,1.5,6
 Q5,33995,Semi-Auto,23478,Diesel,235,42.2,3.0,9
 Q2,18995,Manual,17872,Diesel,145,64.2,1.6,8
 A5,30709,Semi-Auto,4327,Petrol,145,39.8,2.0,6
 Q7,48136,Semi-Auto,4813,Diesel,145,33.2,3.0,6
 Q2,24365,Manual,3578,Diesel,145,47.9,1.6,6
 A6,33295,Semi-Auto,4196,Diesel,145,47.9,2.0,6
 A1,13995,Manual,32065,Petrol,30,55.4,1.4,10
 A8,28995,Semi-Auto,15072,Diesel,200,47.1,3.0,8
 Q3,16490,Manual,50286,Diesel,145,61.4,2.0,8
 Q3,23995,Semi-Auto,25667,Petrol,145,40.4,2.0,8
 Q7,35995,Semi-Auto,33165,Diesel,200,47.9,3.0,8
 Q2,19995,Manual,27078,Petrol,125,50.4,1.4,8
 Q2,19995,Manual,29874,Petrol,125,50.4,1.4,8
 Q5,21995,Semi-Auto,28977,Diesel,200,47.1,2.0,10
 Q3,21995,Semi-Auto,28526,Diesel,160,50.4,2.0,9
 Q3,22995,Manual,14068,Diesel,145,54.3,2.0,8
 A3,18990,Manual,6321,Petrol,145,50.4,2.0,7
 A8,40990,Semi-Auto,4440,Petrol,145,37.7,3.0,7
 A3,23995,Manual,2085,Diesel,145,51.4,1.6,6
 Q5,37995,Semi-Auto,2712,Diesel,145,38.2,2.0,6
 A6,33410,Semi-Auto,3968,Diesel,145,47.9,2.0,6
 Q2,22997,Manual,6921,Petrol,145,47.1,1.0,6
 A3,14995,Manual,50062,Petrol,30,57.6,1.2,10
 A1,11995,Manual,31500,Petrol,30,57.6,1.4,10
 A1,12995,Manual,21807,Petrol,30,57.6,1.4,10
 A5,27990,Semi-Auto,7215,Diesel,145,46.3,2.0,6
 A6,29990,Semi-Auto,5397,Diesel,145,50.4,2.0,6
 A3,23377,Manual,4963,Petrol,145,42.8,1.5,6
 A3,25995,Manual,13688,Petrol,200,40.4,2.0,8
 A3,18995,Semi-Auto,19735,Petrol,30,57.6,1.4,8
 Q3,20995,Semi-Auto,22175,Petrol,145,47.9,1.4,8
 A4,23995,Semi-Auto,13907,Petrol,145,49.6,1.4,7
 A1,14495,Manual,20106,Petrol,145,67.3,1.0,7
 Q5,30995,Semi-Auto,7891,Petrol,145,40.9,2.0,7
 A4,26490,Semi-Auto,4836,Diesel,145,48.7,2.0,6
 A5,34259,Manual,4587,Petrol,145,37.2,2.0,6
 A5,35131,Manual,5721,Petrol,145,37.2,2.0,6
 Q7,50414,Semi-Auto,4236,Diesel,145,33.2,3.0,6
 Q5,21995,Semi-Auto,18188,Diesel,200,47.1,2.0,10
 A5,16995,Manual,41497,Diesel,125,57.6,2.0,9
 A1,14995,Manual,13961,Petrol,30,58.9,1.4,9
 A6,30990,Semi-Auto,10852,Diesel,145,47.9,2.0,6
 A3,18490,Manual,10059,Petrol,145,43.5,1.5,6
 A3,18490,Manual,5985,Petrol,145,43.5,1.5,6
 A4,26490,Semi-Auto,6214,Petrol,145,38.7,2.0,6
 RS5,59995,Semi-Auto,5089,Petrol,145,30.1,2.9,6
 Q2,24995,Manual,2756,Petrol,145,42.2,1.0,6
 A6,29490,Semi-Auto,4982,Diesel,145,47.9,2.0,6
 A4,17495,Semi-Auto,41505,Diesel,20,67.3,2.0,9
 Q3,20995,Semi-Auto,26494,Petrol,145,47.9,1.4,8
 A1,14495,Manual,23655,Petrol,30,55.4,1.4,8
 RS5,58995,Semi-Auto,3382,Petrol,145,30.1,2.9,6
 A3,19995,Manual,17789,Petrol,145,54.3,1.5,7
 A6,33640,Semi-Auto,5023,Diesel,145,47.9,2.0,6
 A6,53939,Semi-Auto,6238,Diesel,145,37.7,3.0,6
 A5,30719,Semi-Auto,4520,Petrol,145,39.8,2.0,6
 A5,30197,Semi-Auto,5210,Petrol,145,39.8,2.0,6
 A5,27022,Semi-Auto,3256,Petrol,145,40.4,2.0,6
 A4,37560,Semi-Auto,5201,Diesel,145,44.1,2.0,6
 Q7,49990,Semi-Auto,28,Diesel,145,33.6,3.0,6
 A1,12495,Manual,25747,Petrol,0,67.3,1.0,8
 A1,14995,Manual,27000,Petrol,145,55.4,1.4,8
 Q5,24490,Semi-Auto,51562,Diesel,235,42.8,3.0,9
 A3,13995,Manual,40030,Diesel,0,83.1,1.6,9
 A6,19495,Semi-Auto,43099,Diesel,145,56.5,2.0,9
 Q2,17995,Manual,18842,Petrol,145,55.4,1.0,8
 A4,19995,Semi-Auto,31894,Diesel,30,64.2,3.0,9
 A5,30728,Semi-Auto,5712,Diesel,145,51.4,2.0,6
 A5,18995,Semi-Auto,38540,Diesel,125,58.9,2.0,10
 A1,13995,Manual,25552,Petrol,30,56.5,1.4,8
 A7,18495,Semi-Auto,72283,Diesel,145,54.3,3.0,10
 Q5,34995,Semi-Auto,22809,Diesel,235,42.2,3.0,9
 A3,19995,Manual,16103,Diesel,145,65.7,2.0,8
 A1,13495,Manual,23745,Petrol,30,57.6,1.4,9
 TT,16995,Manual,29593,Diesel,30,62.8,2.0,9
 A1,13995,Semi-Auto,15300,Petrol,125,53.3,1.4,11
 Q3,25995,Semi-Auto,9185,Petrol,145,48.7,1.4,7
 Q2,25995,Manual,1592,Petrol,145,39.2,1.5,6
 A1,10995,Manual,45644,Diesel,0,80.7,1.6,9
 Q8,48995,Semi-Auto,4488,Diesel,145,33.6,3.0,6
 Q5,33995,Semi-Auto,29156,Diesel,235,42.2,3.0,9
 A1,12298,Manual,15837,Petrol,30,58.9,1.4,10
 Q3,15998,Manual,15264,Diesel,30,61.4,2.0,9
 Q2,18998,Manual,8211,Diesel,150,49.6,1.6,7
 Q2,21995,Manual,10962,Petrol,145,50.4,1.4,8
 Q5,28995,Semi-Auto,42187,Diesel,235,42.8,3.0,9
 A1,15995,Manual,8128,Petrol,30,55.4,1.4,8
 A4,13985,Manual,55697,Diesel,20,70.6,2.0,9
 Q3,13995,Manual,35446,Diesel,145,54.3,2.0,10
 Q3,18499,Semi-Auto,30366,Diesel,160,50.4,2.0,9
 Q5,27498,Semi-Auto,32090,Petrol,145,40.4,2.0,8
 Q3,15998,Semi-Auto,19300,Petrol,145,47.9,1.4,10
 A4,13998,Manual,37478,Diesel,0,74.3,2.0,9
 A3,24998,Semi-Auto,6266,Petrol,145,38.2,2.0,6
 A1,13995,Manual,8577,Petrol,30,55.4,1.4,9
 A3,18995,Manual,13147,Diesel,145,67.3,1.6,7
 A6,22995,Semi-Auto,24336,Diesel,145,61.4,2.0,8
 Q2,17495,Manual,23813,Petrol,145,55.4,1.0,7
 Q2,21995,Semi-Auto,17633,Petrol,145,52.3,1.4,8
 A6,16995,Semi-Auto,55220,Diesel,30,64.2,2.0,10
 Q5,22995,Semi-Auto,47952,Diesel,145,56.5,2.0,8
 Q5,19995,Semi-Auto,50500,Diesel,235,44.1,3.0,11
 A1,15495,Manual,31147,Petrol,30,56.5,1.4,9
 Q2,25998,Semi-Auto,79,Diesel,150,46.3,2.0,6
 A5,14500,Semi-Auto,56875,Diesel,150,53.3,2.0,10
 A5,18995,Manual,37056,Diesel,160,53.3,2.0,10
 RS3,39995,Semi-Auto,5431,Petrol,145,34.0,2.5,7
 A1,13995,Manual,31031,Petrol,30,56.5,1.4,9
 A4,17995,Semi-Auto,34906,Diesel,160,49.6,3.0,10
 A4,21995,Semi-Auto,14821,Diesel,145,64.2,3.0,8
 A1,15495,Manual,15307,Petrol,30,55.4,1.4,9
 A4,19995,Semi-Auto,23626,Petrol,160,45.6,2.0,9
 A1,12995,Manual,11892,Petrol,0,67.3,1.0,9
 A1,12995,Manual,42165,Petrol,30,56.5,1.4,9
 A3,31795,Semi-Auto,3036,Petrol,145,34.5,2.0,6
 A4,39995,Semi-Auto,2703,Diesel,145,40.9,3.0,6
 Q7,48995,Automatic,41032,Diesel,300,39.2,4.0,9
 A3,21495,Manual,8545,Diesel,145,53.3,1.6,7
 A3,13498,Manual,30287,Petrol,20,60.1,1.4,9
 A3,14998,Manual,1893,Petrol,20,60.1,1.4,9
 A4,16998,Manual,6896,Petrol,145,52.3,1.4,8
 TT,15498,Manual,34084,Diesel,30,62.8,2.0,9
 A4,13985,Semi-Auto,84222,Diesel,20,68.9,2.0,8
 A3,10385,Manual,68428,Diesel,0,83.1,1.6,10
 Q5,37500,Semi-Auto,20283,Petrol,150,34.0,3.0,7
 A4,11500,Manual,56235,Diesel,0,74.3,2.0,9
 A8,24500,Semi-Auto,37492,Diesel,205,47.1,3.0,8
 Q5,21500,Semi-Auto,66959,Diesel,265,41.5,3.0,10
 Q5,16000,Manual,46622,Diesel,205,47.9,2.0,11
 A6,11995,Semi-Auto,40003,Diesel,145,56.5,2.0,12
 Q5,38900,Semi-Auto,20300,Petrol,145,34.0,3.0,7
 A5,24498,Semi-Auto,50,Petrol,145,40.4,2.0,6
 Q2,19995,Manual,23426,Petrol,125,50.4,1.4,9
 A3,14995,Semi-Auto,46465,Petrol,30,54.3,1.4,10
 Q5,29995,Semi-Auto,14600,Diesel,145,55.4,2.0,7
 A1,23995,Manual,3232,Petrol,145,50.4,1.0,6
 A1,15995,Manual,16086,Petrol,30,55.4,1.4,8
 A1,13995,Manual,15981,Petrol,145,57.6,1.4,8
 A7,38995,Semi-Auto,6850,Diesel,145,38.2,3.0,7
 A3,18995,Manual,16668,Diesel,145,70.6,1.6,8
 A7,35995,Semi-Auto,13082,Petrol,145,39.8,3.0,7
 A3,18995,Semi-Auto,10522,Petrol,145,43.5,1.5,6
 A3,19995,Manual,12795,Petrol,145,47.1,1.0,7
 Q5,34995,Automatic,8250,Diesel,145,38.2,2.0,7
 Q2,23995,Automatic,5859,Diesel,145,47.9,1.6,6
 A4,37995,Automatic,8235,Diesel,145,44.1,2.0,6
 Q3,35995,Manual,5356,Diesel,145,40.9,2.0,6
 A6,34995,Automatic,5565,Diesel,145,47.9,2.0,6
 A4,16498,Manual,13122,Petrol,145,52.3,1.4,8
 Q2,26495,Manual,2940,Petrol,145,39.2,1.5,6
 Q5,21995,Semi-Auto,26500,Diesel,200,47.1,2.0,9
 A8,52995,Semi-Auto,1100,Diesel,145,40.4,3.0,5
 Q5,30995,Semi-Auto,24408,Petrol,145,40.4,2.0,7
 RS4,69995,Semi-Auto,2200,Petrol,145,28.8,2.9,5
 A7,51995,Semi-Auto,500,Diesel,145,38.7,3.0,5
 A4,21995,Semi-Auto,47600,Diesel,145,56.5,2.0,9
 A3,22995,Automatic,17252,Petrol,145,56.5,1.5,7
 A5,19945,Semi-Auto,49287,Diesel,145,62.8,2.0,8
 A5,22945,Semi-Auto,47446,Diesel,145,62.8,2.0,8
 A5,22990,Semi-Auto,14589,Diesel,30,65.7,2.0,8
 A4,13995,Manual,41279,Diesel,0,74.3,2.0,9
 Q7,60995,Automatic,3893,Diesel,145,39.2,4.0,7
 A8,38995,Automatic,3338,Diesel,145,50.4,3.0,8
 Q5,42995,Automatic,4286,Petrol,145,34.0,3.0,7
 Q5,28995,Automatic,22913,Diesel,145,56.5,2.0,7
 Q5,36995,Semi-Auto,4125,Diesel,145,38.2,2.0,6
 Q3,34995,Semi-Auto,4000,Petrol,145,31.7,2.0,6
 Q5,38495,Semi-Auto,5123,Diesel,145,38.2,2.0,6
 A4,43495,Automatic,5000,Diesel,145,40.9,3.0,6
 A5,34995,Automatic,6500,Diesel,145,46.3,2.0,6
 Q5,35995,Semi-Auto,29832,Petrol,145,34.0,3.0,8
 Q2,21495,Manual,11125,Petrol,125,50.4,1.4,8
 Q5,36995,Automatic,11565,Diesel,145,38.2,2.0,6
 A3,22995,Automatic,10434,Petrol,145,42.2,1.5,6
 A3,11990,Manual,61332,Diesel,20,68.9,2.0,9
 A1,11498,Manual,22669,Petrol,30,57.6,1.4,9
 Q3,19498,Manual,14419,Diesel,145,52.3,2.0,9
 A1,10698,Manual,37458,Petrol,30,55.4,1.4,10
 A1,11998,Manual,23015,Petrol,20,60.1,1.4,11
 A6,22500,Semi-Auto,26784,Diesel,150,54.3,2.0,9
 Q5,35995,Automatic,7256,Diesel,145,38.2,2.0,6
 TT,17995,Manual,24256,Petrol,145,47.1,1.8,9
 A4,28995,Semi-Auto,11047,Diesel,145,56.5,2.0,7
 A4,22995,Semi-Auto,19444,Diesel,125,57.6,2.0,8
 Q3,17995,Manual,30123,Petrol,125,51.4,1.4,8
 A4,25995,Manual,7422,Petrol,145,39.2,2.0,6
 A4,24495,Automatic,40688,Petrol,160,42.8,2.0,9
 Q3,38995,Semi-Auto,5454,Petrol,145,30.7,2.0,6
 A3,19995,Manual,12785,Petrol,145,42.8,1.5,6
 A6,42995,Automatic,7486,Diesel,145,39.2,3.0,6
 A5,36995,Automatic,9256,Diesel,145,45.6,2.0,6
 A4,29995,Automatic,13690,Diesel,145,47.9,2.0,6
 Q3,20495,Semi-Auto,25125,Diesel,160,50.4,2.0,9
 Q5,34995,Automatic,6400,Diesel,145,38.2,2.0,6
 A3,19495,Manual,3265,Petrol,145,47.1,1.0,6
 Q3,22995,Semi-Auto,17680,Petrol,145,42.2,2.0,8
 A1,11995,Manual,38502,Petrol,30,57.6,1.4,9
 A1,12995,Manual,36276,Petrol,30,55.4,1.4,9
 Q7,49995,Automatic,23437,Diesel,300,39.2,4.0,8
 Q5,25995,Semi-Auto,20364,Diesel,145,56.5,2.0,8
 A1,11995,Manual,22606,Petrol,30,57.6,1.4,9
 A4,29995,Semi-Auto,100,Petrol,150,39.2,2.0,5
 RS4,52995,Semi-Auto,8503,Diesel,150,33.6,2.9,6
 Q2,28995,Semi-Auto,1296,Petrol,150,34.5,2.0,6
 A5,16995,Manual,26307,Diesel,125,60.1,2.0,9
 Q7,33995,Semi-Auto,34685,Diesel,200,47.9,3.0,9
 A5,18995,Manual,34728,Diesel,125,57.6,2.0,9
 A1,14995,Manual,24427,Petrol,145,55.4,1.4,8
 A1,12995,Manual,16763,Petrol,145,55.4,1.4,8
 Q2,15995,Manual,38484,Petrol,145,55.4,1.0,8
 Q7,52995,Semi-Auto,16837,Diesel,145,39.2,4.0,8
 Q2,19995,Automatic,33523,Diesel,145,58.9,2.0,8
 A4,17298,Manual,6402,Petrol,145,52.3,1.4,8
 A4,15998,Manual,21944,Petrol,125,49.6,2.0,9
 TT,16498,Manual,19383,Petrol,165,46.3,2.0,10
 A6,25998,Semi-Auto,19118,Diesel,145,47.9,2.0,6
 Q3,38995,Semi-Auto,4436,Petrol,150,32.1,2.0,6
 Q8,83995,Semi-Auto,5978,Diesel,150,30.7,4.0,6
 A1,19995,Manual,2235,Petrol,150,49.6,1.0,6
 Q3,16995,Semi-Auto,52496,Diesel,160,50.4,2.0,9
 A6,18350,Automatic,52255,Diesel,30,61.4,2.0,9
 A3,15590,Manual,19686,Diesel,145,68.9,1.6,7
 Q7,12500,Semi-Auto,26705,Diesel,200,47.9,3.0,9
 A1,12500,Manual,26705,Petrol,30,58.9,1.4,9
 A1,12500,Manual,18120,Petrol,145,57.7,1.4,7
 Q3,18000,Semi-Auto,11966,Petrol,145,47.9,1.4,9
 A3,14500,Manual,34728,Petrol,30,57.6,1.4,9
 A3,16995,Semi-Auto,30547,Diesel,145,70.6,1.6,7
 A3,13795,Manual,72406,Diesel,20,68.9,2.0,10
 A6,19995,Semi-Auto,52822,Diesel,145,64.2,2.0,8
 A6,18990,Semi-Auto,70228,Diesel,145,54.3,3.0,10
 A3,15795,Manual,21637,Diesel,20,67.3,2.0,8
 Q3,12595,Manual,52006,Diesel,145,54.3,2.0,11
 Q3,20495,Semi-Auto,28994,Diesel,160,50.4,2.0,9
 A6,37995,Manual,30,Diesel,145,39.2,3.0,7
 Q5,35995,Automatic,7093,Diesel,145,38.2,2.0,6
 Q2,35495,Semi-Auto,1934,Petrol,145,32.5,2.0,5
 A4,28995,Semi-Auto,4708,Diesel,145,49.6,2.0,6
 Q3,38995,Automatic,4304,Diesel,145,37.7,2.0,6
 Q2,19495,Manual,9256,Petrol,145,52.3,1.4,8
 Q3,27995,Automatic,11403,Petrol,145,38.2,1.5,7
 A1,23995,Semi-Auto,1952,Petrol,145,44.1,1.0,6
 A6,41995,Semi-Auto,8060,Diesel,145,37.7,3.0,6
 A6,31700,Semi-Auto,7415,Diesel,145,47.9,2.0,7
 A8,42000,Automatic,9756,Petrol,145,37.7,3.0,7
 A5,33500,Automatic,9102,Diesel,145,51.4,3.0,7
 Q5,31000,Automatic,6002,Diesel,145,38.2,2.0,7
 Q7,45000,Automatic,6591,Diesel,145,33.2,3.0,7
 Q2,22495,Manual,1000,Diesel,145,49.6,1.6,6
 A3,21995,Automatic,5450,Petrol,145,44.8,1.5,6
 Q2,29809,Automatic,1000,Diesel,145,46.3,2.0,6
 A5,31995,Automatic,1000,Petrol,145,40.4,2.0,6
 A4,18000,Manual,23596,Petrol,145,48.7,2.0,9
 Q7,55500,Automatic,11719,Diesel,145,39.2,4.0,7
 Q5,31500,Automatic,3185,Diesel,145,39.2,2.0,6
 Q5,30995,Automatic,8744,Diesel,145,39.2,2.0,6
 A6,32250,Automatic,238,Diesel,145,47.9,2.0,6
 A5,31695,Automatic,4693,Diesel,145,47.1,2.0,6
 Q3,19000,Manual,28186,Diesel,145,52.3,2.0,9
 Q3,16995,Semi-Auto,37000,Diesel,145,54.3,2.0,9
 A1,14695,Manual,13555,Petrol,30,55.4,1.4,8
 Q5,31495,Semi-Auto,31031,Diesel,235,42.2,3.0,9
 Q3,17395,Manual,34500,Diesel,160,49.6,2.0,9
 Q5,33995,Semi-Auto,6412,Diesel,145,39.2,2.0,6
 A3,17500,Manual,14500,Petrol,20,60.1,1.4,8
 A1,11495,Manual,24857,Diesel,0,76.3,1.6,8
 A6,32494,Automatic,2394,Diesel,145,50.4,2.0,6
 Q5,36202,Automatic,1000,Diesel,145,39.2,2.0,6
 Q5,37395,Automatic,1000,Diesel,145,38.2,2.0,6
 A6,31000,Automatic,1000,Diesel,145,50.4,2.0,6
 A8,37000,Automatic,10296,Diesel,145,50.4,3.0,7
 A3,20000,Automatic,6629,Petrol,145,42.2,1.5,7
 A4,26495,Manual,6768,Diesel,145,74.3,2.0,6
 A4,23995,Automatic,5363,Petrol,145,39.8,2.0,6
 A7,42500,Automatic,4288,Diesel,145,38.2,3.0,6
 A3,7898,Semi-Auto,88130,Diesel,30,64.2,2.0,11
 Q7,50000,Automatic,17927,Diesel,145,39.2,4.0,8
 A5,29000,Semi-Auto,6452,Petrol,145,40.4,2.0,6
 A7,41495,Automatic,6112,Diesel,145,38.7,3.0,6
 A4,25995,Semi-Auto,7447,Diesel,145,47.9,2.0,6
 Q5,35995,Automatic,4326,Diesel,145,38.2,2.0,6
 Q7,49995,Automatic,5558,Diesel,145,33.6,3.0,6
 A6,31500,Automatic,2408,Diesel,145,50.4,2.0,6
 Q2,23995,Manual,4430,Petrol,145,40.9,1.5,6
 Q2,23374,Manual,1000,Diesel,145,49.6,1.6,6
 Q2,22495,Manual,1000,Diesel,145,49.6,1.6,6
 A1,11495,Manual,8000,Petrol,0,67.3,1.0,9
 A4,19995,Semi-Auto,29885,Diesel,30,65.7,2.0,8
 A3,17695,Manual,14160,Diesel,145,68.9,1.6,8
 A5,27995,Semi-Auto,21480,Diesel,145,48.7,2.0,6
 A6,46000,Automatic,6606,Diesel,145,36.2,3.0,6
 Q3,23998,Semi-Auto,12147,Petrol,145,40.4,2.0,8
 A3,12798,Manual,29998,Petrol,20,61.4,1.4,8
 Q3,17698,Semi-Auto,22168,Petrol,145,47.9,1.4,9
 A1,10998,Manual,24242,Petrol,0,67.3,1.0,9
 A3,19698,Semi-Auto,18389,Petrol,145,57.7,1.5,8
 A6,17298,Manual,31759,Diesel,30,61.4,2.0,9
 A4,24998,Semi-Auto,12853,Petrol,145,38.2,2.0,6
 A4,24998,Semi-Auto,13009,Petrol,145,38.2,2.0,6
 Q2,25998,Semi-Auto,17,Diesel,145,46.3,2.0,6
 A5,14998,Manual,32125,Diesel,125,57.6,2.0,10
 TT,15998,Manual,17416,Diesel,20,67.3,2.0,10
 A5,19498,Semi-Auto,27049,Diesel,145,67.3,2.0,8
 Q3,11950,Manual,81877,Diesel,160,49.6,2.0,11
 Q3,16998,Manual,27692,Petrol,145,49.6,1.4,9
 Q3,13995,Manual,35446,Diesel,145,54.3,2.0,10
 A6,16995,Semi-Auto,45000,Diesel,30,64.2,2.0,10
 Q2,22590,Semi-Auto,6672,Diesel,145,57.7,2.0,7
 Q2,20498,Manual,10005,Petrol,145,50.4,1.4,7
 A4,18998,Manual,2069,Petrol,145,41.5,2.0,6
 A5,25998,Semi-Auto,24608,Petrol,145,39.8,2.0,6
 A3,16495,Manual,36031,Petrol,30,60.1,1.4,8
 A1,13998,Manual,28752,Petrol,150,58.9,1.4,8
 A1,8498,Manual,58601,Petrol,125,52.3,1.4,11
 A3,19998,Manual,21113,Petrol,145,55.4,1.5,8
 Q3,13998,Manual,66047,Diesel,145,55.4,2.0,10
 A6,17498,Semi-Auto,24405,Diesel,20,64.2,2.0,9
 A6,14995,Manual,43193,Diesel,30,65.7,2.0,10
 Q2,16500,Manual,22379,Petrol,125,52.3,1.4,8
 A6,18498,Semi-Auto,36223,Diesel,235,44.8,3.0,11
 TT,14998,Manual,39293,Diesel,30,62.8,2.0,9
 A8,33498,Semi-Auto,13512,Diesel,145,50.4,3.0,7
 A1,9698,Manual,61194,Petrol,0,67.3,1.0,10
 A4,14849,Manual,58670,Diesel,0,74.3,2.0,8
 A1,10994,Manual,36951,Petrol,0,67.3,1.0,9
 A3,10202,Manual,34250,Petrol,30,55.4,1.4,11
 A4,15495,Manual,32811,Diesel,0,74.3,2.0,9
 A6,22695,Semi-Auto,31842,Diesel,125,58.9,2.0,8
 A1,11695,Manual,22373,Petrol,30,55.4,1.4,9
 Q3,17495,Manual,34617,Diesel,30,60.1,2.0,8
 Q3,14495,Manual,48065,Diesel,145,55.4,2.0,10
 A4,17795,Semi-Auto,26752,Diesel,145,64.2,2.0,8
 Q2,18695,Manual,12300,Petrol,145,52.3,1.4,7
 A6,20000,Semi-Auto,24000,Diesel,30,61.4,2.0,9
 TT,13998,Manual,61410,Diesel,30,62.8,2.0,10
 A6,17498,Semi-Auto,57290,Diesel,30,61.4,2.0,10
 Q2,16495,Manual,18045,Petrol,145,55.4,1.0,8
 A3,15498,Semi-Auto,13542,Diesel,20,72.4,1.6,8
 Q5,29998,Semi-Auto,38678,Diesel,235,42.2,3.0,9
 A5,21498,Semi-Auto,19608,Diesel,145,62.8,2.0,8
 Q3,29695,Automatic,8849,Diesel,145,47.1,2.0,6
 A1,10995,Manual,13854,Petrol,30,55.4,1.4,10
 A1,10495,Manual,37131,Petrol,0,67.3,1.0,8
 A6,14998,Semi-Auto,60484,Diesel,30,64.2,2.0,11
 A5,16998,Semi-Auto,71253,Diesel,160,49.6,3.0,10
 Q3,18998,Semi-Auto,32968,Diesel,160,50.4,2.0,9
 A3,11698,Manual,53372,Petrol,20,60.1,1.4,10
 A4,14898,Manual,24222,Petrol,145,53.3,1.4,8
 A4,12698,Manual,36081,Diesel,145,55.4,2.0,10
 Q3,24498,Semi-Auto,11487,Petrol,145,42.2,2.0,7
 Q3,11998,Semi-Auto,52765,Diesel,200,47.9,2.0,12
 A1,20350,Manual,2065,Petrol,145,46.3,1.5,6
 Q2,17950,Manual,8026,Petrol,145,47.1,1.0,7
 A3,18300,Manual,31500,Petrol,145,55.4,1.5,7
 Q2,31888,Semi-Auto,3481,Petrol,150,33.2,2.0,6
 A4,18288,Semi-Auto,31348,Petrol,150,51.4,1.4,7
 A4,15498,Manual,27370,Diesel,30,64.2,2.0,9
 A4,22500,Semi-Auto,15175,Diesel,145,61.4,2.0,8
 Q2,22988,Semi-Auto,11347,Petrol,150,52.3,1.4,7
 Q3,19688,Manual,24387,Petrol,150,49.6,1.4,8
 A1,13688,Manual,26165,Petrol,30,55.4,1.4,9
 Q3,22988,Semi-Auto,14950,Petrol,150,42.2,2.0,8
 A6,16490,Manual,44316,Diesel,30,64.2,2.0,9
 A3,18488,Semi-Auto,35329,Petrol,150,47.9,2.0,8
 A7,26500,Semi-Auto,34201,Diesel,145,52.3,3.0,8
 A3,12450,Manual,21429,Diesel,20,68.9,2.0,10
 A3,12990,Manual,35694,Petrol,20,60.1,1.0,9
